year,quarter,country_state_level,location,registeredUsers,app_opens
2019,4,country,india,6366679,136721888
2019,4,country,india,10925031,288904693
2019,4,country,india,43108,470440
2019,4,country,india,3321742,47673880
2019,4,country,india,1941220,26599449
2019,4,country,india,3281371,70181789
2019,4,country,india,6115537,189905719
2019,4,country,india,8342274,163998097
2019,4,country,india,3503938,40046033
2019,4,country,india,15385416,569674870
2019,4,country,india,289590,4960441
2019,4,country,india,11220691,399239044
2019,4,country,india,985945,12637904
2019,4,country,india,10885058,244326613
2019,4,country,india,9323799,147973757
2019,4,country,india,92972,1552004
2019,4,country,india,93124,1454551
2019,4,country,india,39809,529168
2019,4,country,india,2725900,57278977
2019,4,country,india,673367,998572
2019,4,country,india,353546,6290543
2019,4,country,india,129321,2140340
2019,4,country,india,7289883,172682671
2019,4,country,india,1752677,28853867
2020,1,country,india,230908,3820943
2020,1,country,india,10872368,179908753
2020,1,country,india,20136256,374282083
2020,1,country,india,10151371,262452480
2020,1,country,india,13022060,486513773
2020,1,country,india,299962,4063223
2020,1,country,india,2772,21982
2020,1,country,india,177374,2175642
2020,1,country,india,26168390,615146568
2020,1,country,india,218496,4195122
2020,1,country,india,113814,1716211
2020,1,country,india,28368,193586
2020,1,country,india,7018770,157793468
2020,1,country,india,12142053,341815756
2020,1,country,india,47790,590484
2020,1,country,india,3739502,53853710
2020,1,country,india,2185938,33097892
2020,1,country,india,3651393,74014713
2020,1,country,india,6652970,175918622
2020,1,country,india,9351234,183868505
2020,1,country,india,4078316,46396398
2020,1,country,india,17016980,626488036
2020,1,country,india,312887,5201211
2020,1,country,india,12306860,454723816
2020,1,country,india,1106025,14640104
2020,1,country,india,11960822,207068218
2020,1,country,india,10259843,165605122
2020,1,country,india,104631,1697163
2020,1,country,india,107143,1684520
2020,1,country,india,46499,644683
2020,1,country,india,3016487,64224101
2020,1,country,india,735408,4476894
2020,1,country,india,391900,7147233
2020,1,country,india,149066,2598321
2020,1,country,india,7826197,178263986
2020,1,country,india,1943606,32631265
2020,2,country,india,255600,3057608
2020,2,country,india,12150786,144907447
2020,2,country,india,22498519,383703534
2020,2,country,india,11374423,253770044
2020,2,country,india,14319675,494341698
2020,2,country,india,336666,4443221
2020,2,country,india,3187,29202
2020,2,country,india,215496,3011491
2020,2,country,india,28765086,506354812
2020,2,country,india,244814,4505127
2020,2,country,india,136211,2205253
2020,2,country,india,32710,305072
2020,2,country,india,7682878,143650123
2020,2,country,india,13563201,329941181
2020,2,country,india,53034,695673
2020,2,country,india,4225481,51289576
2020,2,country,india,2550883,39304924
2020,2,country,india,4061035,76339276
2020,2,country,india,7258315,154682772
2020,2,country,india,10603767,218435035
2020,2,country,india,4728844,45832953
2020,2,country,india,18655366,490510075
2020,2,country,india,336351,3451250
2020,2,country,india,13378191,367130505
2020,2,country,india,1249867,16125580
2020,2,country,india,13222022,198589332
2020,2,country,india,11392657,155264359
2020,2,country,india,119921,1912335
2020,2,country,india,130205,2119279
2020,2,country,india,55574,739308
2020,2,country,india,3401658,68493384
2020,2,country,india,845294,9856653
2020,2,country,india,430639,5310126
2020,2,country,india,177534,3387006
2020,2,country,india,8391139,142852253
2020,2,country,india,2148567,31074793
2020,3,country,india,285173,4222159
2020,3,country,india,13643451,194683284
2020,3,country,india,24838116,450784508
2020,3,country,india,12564224,324850994
2020,3,country,india,15692405,696300382
2020,3,country,india,376731,5777908
2020,3,country,india,3644,32128
2020,3,country,india,258563,3552375
2020,3,country,india,31409513,668197101
2020,3,country,india,267946,4421499
2020,3,country,india,157741,2384534
2020,3,country,india,41335,515565
2020,3,country,india,8398816,188614769
2020,3,country,india,14969412,436682870
2020,3,country,india,58401,1015680
2020,3,country,india,4694233,58946732
2020,3,country,india,2830011,41875278
2020,3,country,india,4480027,99318784
2020,3,country,india,7901755,205597666
2020,3,country,india,11763213,266652644
2020,3,country,india,5582300,64309022
2020,3,country,india,20487550,693683212
2020,3,country,india,362588,4888739
2020,3,country,india,14590882,527781925
2020,3,country,india,1378634,18411750
2020,3,country,india,14448366,246554831
2020,3,country,india,12467847,184402472
2020,3,country,india,134773,2156470
2020,3,country,india,173106,2868642
2020,3,country,india,68315,924865
2020,3,country,india,3799386,86918606
2020,3,country,india,949819,11443454
2020,3,country,india,474962,6129766
2020,3,country,india,206046,4003421
2020,3,country,india,9044174,190025029
2020,3,country,india,2365438,40377348
2020,4,country,india,319626,6377136
2020,4,country,india,15357586,288233552
2020,4,country,india,27249134,552220798
2020,4,country,india,13737947,405571446
2020,4,country,india,17076565,869078538
2020,4,country,india,409110,6017249
2020,4,country,india,4179,41144
2020,4,country,india,288772,3783432
2020,4,country,india,34432631,952006770
2020,4,country,india,296493,6196436
2020,4,country,india,176447,2745917
2020,4,country,india,52396,887208
2020,4,country,india,9129873,236101307
2020,4,country,india,16329494,511015109
2020,4,country,india,64853,1232757
2020,4,country,india,5157868,71191183
2020,4,country,india,3106153,49321814
2020,4,country,india,4917938,126310835
2020,4,country,india,8598751,270085293
2020,4,country,india,12889833,317056600
2020,4,country,india,6387169,91415273
2020,4,country,india,22400182,935510690
2020,4,country,india,391402,6477974
2020,4,country,india,15927797,764614235
2020,4,country,india,1508766,22001148
2020,4,country,india,15662093,291721919
2020,4,country,india,13605203,230497353
2020,4,country,india,148543,2478670
2020,4,country,india,192188,2922121
2020,4,country,india,78731,1096182
2020,4,country,india,4190601,109900467
2020,4,country,india,1079022,16018751
2020,4,country,india,527584,10991118
2020,4,country,india,231292,4472667
2020,4,country,india,9747968,243433752
2020,4,country,india,2596244,52564888
2021,1,country,india,346279,7914507
2021,1,country,india,16632608,348801714
2021,1,country,india,29482075,639718324
2021,1,country,india,14839427,482500276
2021,1,country,india,18363733,957709447
2021,1,country,india,439636,6009660
2021,1,country,india,4577,47283
2021,1,country,india,312668,3709227
2021,1,country,india,37077537,1101976484
2021,1,country,india,321396,7302462
2021,1,country,india,190869,2939026
2021,1,country,india,57758,1004336
2021,1,country,india,9827905,266686683
2021,1,country,india,17661088,632535059
2021,1,country,india,69919,1184204
2021,1,country,india,5568777,81052268
2021,1,country,india,3358448,56752364
2021,1,country,india,5313049,141731331
2021,1,country,india,9233009,301315474
2021,1,country,india,13946288,355792608
2021,1,country,india,6936943,108918733
2021,1,country,india,24095832,1084917385
2021,1,country,india,419998,7919533
2021,1,country,india,17149069,920040042
2021,1,country,india,1622951,24228094
2021,1,country,india,16808799,316832674
2021,1,country,india,14670126,264732874
2021,1,country,india,160213,2795331
2021,1,country,india,207808,2980581
2021,1,country,india,85750,1193214
2021,1,country,india,4514551,124648704
2021,1,country,india,1174818,18834009
2021,1,country,india,570035,15467672
2021,1,country,india,251240,4796708
2021,1,country,india,10467210,281201600
2021,1,country,india,2802122,59282260
2021,2,country,india,369961,5178916
2021,2,country,india,17804542,343968474
2021,2,country,india,31651894,673598864
2021,2,country,india,15940935,727741649
2021,2,country,india,19620905,1044705436
2021,2,country,india,472153,9500881
2021,2,country,india,4896,40301
2021,2,country,india,335409,7269002
2021,2,country,india,39664697,1208083592
2021,2,country,india,344994,5062983
2021,2,country,india,205686,7290804
2021,2,country,india,62095,2248223
2021,2,country,india,10530594,234052506
2021,2,country,india,18980985,1072091232
2021,2,country,india,75048,4391632
2021,2,country,india,5976548,85894089
2021,2,country,india,3617056,102003890
2021,2,country,india,5701503,184234107
2021,2,country,india,9891029,367576494
2021,2,country,india,14972134,371198660
2021,2,country,india,7416083,87814415
2021,2,country,india,25751023,1051089714
2021,2,country,india,448572,4733924
2021,2,country,india,18306880,905317692
2021,2,country,india,1743151,43269977
2021,2,country,india,17979979,275341466
2021,2,country,india,15735981,282432543
2021,2,country,india,171740,4541121
2021,2,country,india,223337,6716892
2021,2,country,india,92552,4014597
2021,2,country,india,4837055,205784717
2021,2,country,india,1261267,34274559
2021,2,country,india,609106,12710361
2021,2,country,india,270572,13025849
2021,2,country,india,11182699,164997774
2021,2,country,india,3004040,78380036
2021,3,country,india,396609,6899592
2021,3,country,india,19127440,459826734
2021,3,country,india,34151882,803890116
2021,3,country,india,17210233,929572924
2021,3,country,india,21059898,1258536879
2021,3,country,india,509929,12279146
2021,3,country,india,5287,49127
2021,3,country,india,361749,9743772
2021,3,country,india,42581217,1565370852
2021,3,country,india,371874,7162734
2021,3,country,india,223065,9952956
2021,3,country,india,66982,3121625
2021,3,country,india,11325336,296884105
2021,3,country,india,20499465,1429553825
2021,3,country,india,81210,7099550
2021,3,country,india,6434862,107614155
2021,3,country,india,3918480,135288631
2021,3,country,india,6151843,230475998
2021,3,country,india,10652490,492879704
2021,3,country,india,16160771,421801379
2021,3,country,india,7949425,116282717
2021,3,country,india,27614221,1366781087
2021,3,country,india,480463,6378807
2021,3,country,india,19615278,1107529197
2021,3,country,india,1880626,52970288
2021,3,country,india,19323278,348588666
2021,3,country,india,16946761,379987151
2021,3,country,india,184693,5714565
2021,3,country,india,241797,8661991
2021,3,country,india,100647,5385718
2021,3,country,india,5206084,276486076
2021,3,country,india,1359860,45025197
2021,3,country,india,653458,16575111
2021,3,country,india,293073,17209654
2021,3,country,india,11980061,223844376
2021,3,country,india,3233509,90886530
2021,4,country,india,423167,14257568
2021,4,country,india,20433142,685861440
2021,4,country,india,36617655,1175923794
2021,4,country,india,18456243,956630781
2021,4,country,india,22489029,1447717601
2021,4,country,india,546292,10728702
2021,4,country,india,5638,67320
2021,4,country,india,387746,7603294
2021,4,country,india,45482506,2031739248
2021,4,country,india,398963,15009455
2021,4,country,india,240268,6048594
2021,4,country,india,71780,2112910
2021,4,country,india,12116439,442176987
2021,4,country,india,21977202,1185124031
2021,4,country,india,87057,2665203
2021,4,country,india,6880103,138427499
2021,4,country,india,4209591,130600435
2021,4,country,india,6596196,284960009
2021,4,country,india,11399235,567351446
2021,4,country,india,17335981,647400838
2021,4,country,india,8473810,213542857
2021,4,country,india,29459646,1941558513
2021,4,country,india,512092,11603954
2021,4,country,india,20917649,1407599392
2021,4,country,india,2013747,47670982
2021,4,country,india,20644527,512335839
2021,4,country,india,18139201,487846209
2021,4,country,india,197407,5525552
2021,4,country,india,259990,6383337
2021,4,country,india,108405,2094118
2021,4,country,india,5565481,251752583
2021,4,country,india,1456810,36012148
2021,4,country,india,697178,28288254
2021,4,country,india,314944,11230295
2021,4,country,india,12785127,345669353
2021,4,country,india,3460015,110928354
2022,1,country,india,448051,3938657
2022,1,country,india,21667020,638490275
2022,1,country,india,38999692,836926025
2022,1,country,india,19656147,1678266475
2022,1,country,india,23857951,1254785973
2022,1,country,india,582124,19322963
2022,1,country,india,5990,45410
2022,1,country,india,411900,22637747
2022,1,country,india,48227630,2157769514
2022,1,country,india,424570,3910792
2022,1,country,india,255839,23634106
2022,1,country,india,76288,3847407
2022,1,country,india,12866988,217228467
2022,1,country,india,23398857,2570606469
2022,1,country,india,92492,8902080
2022,1,country,india,7302726,117482807
2022,1,country,india,4492589,281642453
2022,1,country,india,7025275,331355981
2022,1,country,india,12124779,613855465
2022,1,country,india,18484658,316991599
2022,1,country,india,8972299,94047893
2022,1,country,india,31200349,1727054045
2022,1,country,india,541549,2321685
2022,1,country,india,22150612,1168864524
2022,1,country,india,2143483,77278278
2022,1,country,india,21919787,236131065
2022,1,country,india,19265314,521776939
2022,1,country,india,209616,12440193
2022,1,country,india,276483,24206053
2022,1,country,india,115295,14886657
2022,1,country,india,5916961,448503438
2022,1,country,india,1549320,62115857
2022,1,country,india,738628,18678798
2022,1,country,india,335339,41418559
2022,1,country,india,13539197,57524153
2022,1,country,india,3674829,115224382
2022,2,country,india,471663,3830290
2022,2,country,india,22829720,740265406
2022,2,country,india,41247289,947480495
2022,2,country,india,20766417,1902866132
2022,2,country,india,25157264,1378736856
2022,2,country,india,615782,21343111
2022,2,country,india,6327,38450
2022,2,country,india,434563,26236900
2022,2,country,india,50802786,2492946019
2022,2,country,india,449016,3886292
2022,2,country,india,269943,27458992
2022,2,country,india,80530,5180013
2022,2,country,india,13576065,236091309
2022,2,country,india,24716181,2771434947
2022,2,country,india,97517,14768129
2022,2,country,india,7702100,138965337
2022,2,country,india,4755787,339929089
2022,2,country,india,7426174,379053485
2022,2,country,india,12801990,670311093
2022,2,country,india,19569894,348588438
2022,2,country,india,9442533,98876392
2022,2,country,india,32831447,2065359837
2022,2,country,india,569582,2285979
2022,2,country,india,23314363,1276259370
2022,2,country,india,2264407,102488683
2022,2,country,india,23124388,250276369
2022,2,country,india,20321596,609943436
2022,2,country,india,220994,16993937
2022,2,country,india,292104,28652431
2022,2,country,india,121535,16646550
2022,2,country,india,6238349,501411120
2022,2,country,india,1635570,89986310
2022,2,country,india,777779,19062157
2022,2,country,india,354528,49889518
2022,2,country,india,14260143,52553080
2022,2,country,india,3877056,156465685
2022,3,country,india,496570,4186911
2022,3,country,india,24019964,866738343
2022,3,country,india,43537920,1035702397
2022,3,country,india,21884220,2026371749
2022,3,country,india,26496330,1357005703
2022,3,country,india,649143,24123569
2022,3,country,india,6645,18111
2022,3,country,india,457063,26011343
2022,3,country,india,53432602,2638663712
2022,3,country,india,474807,3837881
2022,3,country,india,283487,32596135
2022,3,country,india,84642,6068354
2022,3,country,india,14303933,265475161
2022,3,country,india,26042948,3299787866
2022,3,country,india,102299,19734781
2022,3,country,india,8097582,154625731
2022,3,country,india,5016910,410760707
2022,3,country,india,7836429,414228860
2022,3,country,india,13493282,725475924
2022,3,country,india,20694376,336807385
2022,3,country,india,9933977,104565833
2022,3,country,india,34493994,2148016434
2022,3,country,india,598698,2173356
2022,3,country,india,24506111,1255597644
2022,3,country,india,2381576,108832538
2022,3,country,india,24372048,256445748
2022,3,country,india,21394721,699121904
2022,3,country,india,232025,18748536
2022,3,country,india,307386,31229366
2022,3,country,india,127735,15557163
2022,3,country,india,6562237,543206487
2022,3,country,india,1719185,109346235
2022,3,country,india,817830,19712764
2022,3,country,india,373372,59722628
2022,3,country,india,15009523,49919498
2022,3,country,india,4081976,152803850
2022,4,country,india,520649,24144184
2022,4,country,india,25136112,1229187623
2022,4,country,india,45648650,1682003791
2022,4,country,india,22913924,1388282818
2022,4,country,india,27778016,1673374802
2022,4,country,india,678741,16107610
2022,4,country,india,6961,72377
2022,4,country,india,477292,12462732
2022,4,country,india,55954028,2982202696
2022,4,country,india,500125,24066770
2022,4,country,india,295322,10105924
2022,4,country,india,88442,4354093
2022,4,country,india,14994944,556898878
2022,4,country,india,27255927,1537424924
2022,4,country,india,106337,3832339
2022,4,country,india,8462753,199899443
2022,4,country,india,5247776,248781157
2022,4,country,india,8217638,396098729
2022,4,country,india,14127239,726099254
2022,4,country,india,21738117,834827202
2022,4,country,india,10382102,346981849
2022,4,country,india,36081698,3011645011
2022,4,country,india,627563,15308862
2022,4,country,india,25656381,1731228513
2022,4,country,india,2483076,72355717
2022,4,country,india,25536381,678066327
2022,4,country,india,22412353,790984595
2022,4,country,india,241968,8948864
2022,4,country,india,321205,11171582
2022,4,country,india,132870,3144551
2022,4,country,india,6846822,354976814
2022,4,country,india,1793434,60205865
2022,4,country,india,855202,43005212
2022,4,country,india,390307,21775038
2022,4,country,india,15764149,401864749
2022,4,country,india,4272049,160685547
2023,1,country,india,543819,3498429
2023,1,country,india,26270663,989061650
2023,1,country,india,47806049,1401343916
2023,1,country,india,24002818,2588256407
2023,1,country,india,29065863,1442038420
2023,1,country,india,710884,29736641
2023,1,country,india,7267,43821
2023,1,country,india,498337,29419074
2023,1,country,india,58470784,3144152925
2023,1,country,india,524617,4471284
2023,1,country,india,308324,44686919
2023,1,country,india,92484,11012664
2023,1,country,india,15688161,264946266
2023,1,country,india,28523031,3711332541
2023,1,country,india,110991,14522495
2023,1,country,india,8837408,177418342
2023,1,country,india,5499650,590176321
2023,1,country,india,8609107,585808867
2023,1,country,india,14787083,929487633
2023,1,country,india,22796011,455886560
2023,1,country,india,10822723,116395880
2023,1,country,india,37681426,2498025288
2023,1,country,india,654522,2001065
2023,1,country,india,26804259,1305656447
2023,1,country,india,2594668,111702044
2023,1,country,india,26732895,321102681
2023,1,country,india,23436230,918468944
2023,1,country,india,252440,18927227
2023,1,country,india,335936,35227154
2023,1,country,india,138751,24403694
2023,1,country,india,7159660,678798431
2023,1,country,india,1873039,134828711
2023,1,country,india,892185,22829931
2023,1,country,india,408273,88997458
2023,1,country,india,16480011,51049789
2023,1,country,india,4464369,181738693
2023,2,country,india,564431,3817041
2023,2,country,india,27317599,991611987
2023,2,country,india,49829833,1731600947
2023,2,country,india,25042930,2945628722
2023,2,country,india,30240061,1427952434
2023,2,country,india,743024,30819207
2023,2,country,india,7585,90501
2023,2,country,india,519799,14076037
2023,2,country,india,60766850,3363859330
2023,2,country,india,546364,4086025
2023,2,country,india,322382,47337234
2023,2,country,india,96329,14738676
2023,2,country,india,16314236,298037706
2023,2,country,india,29745609,4033000288
2023,2,country,india,115736,26285520
2023,2,country,india,9197055,218492661
2023,2,country,india,5749682,657069673
2023,2,country,india,8980709,657119942
2023,2,country,india,15420061,918449931
2023,2,country,india,23781971,556071386
2023,2,country,india,11237341,121310794
2023,2,country,india,39122314,2521576765
2023,2,country,india,678662,1978988
2023,2,country,india,27814633,1339967792
2023,2,country,india,2706470,136774775
2023,2,country,india,27827662,350862668
2023,2,country,india,24396768,1057626015
2023,2,country,india,262728,28470875
2023,2,country,india,351024,33612080
2023,2,country,india,145061,21868647
2023,2,country,india,7469508,749111705
2023,2,country,india,1953132,209249141
2023,2,country,india,926020,20219644
2023,2,country,india,426410,106089520
2023,2,country,india,17103089,51415039
2023,2,country,india,4645322,240804293
2023,3,country,india,586550,4653693
2023,3,country,india,28405436,1117719858
2023,3,country,india,51870932,2143192720
2023,3,country,india,26109033,3495164168
2023,3,country,india,31493897,1157440497
2023,3,country,india,774678,49942954
2023,3,country,india,7912,294406
2023,3,country,india,541572,20694295
2023,3,country,india,63150997,3152984827
2023,3,country,india,569035,4449513
2023,3,country,india,336282,75055865
2023,3,country,india,100255,20545079
2023,3,country,india,16956489,327497074
2023,3,country,india,30997182,4359306863
2023,3,country,india,120435,42636030
2023,3,country,india,9555997,337107656
2023,3,country,india,5998586,962849913
2023,3,country,india,9360730,806517236
2023,3,country,india,16064459,1002230051
2023,3,country,india,24776510,623923391
2023,3,country,india,11669143,145044427
2023,3,country,india,40634390,2284389284
2023,3,country,india,704144,1924922
2023,3,country,india,28896668,993742805
2023,3,country,india,2816046,189307777
2023,3,country,india,28966414,473450373
2023,3,country,india,25383429,1679035143
2023,3,country,india,272829,34906306
2023,3,country,india,366203,51985056
2023,3,country,india,151378,29019443
2023,3,country,india,7779977,951586898
2023,3,country,india,2031447,283204829
2023,3,country,india,961831,24017714
2023,3,country,india,444789,112236680
2023,3,country,india,17747167,49593289
2023,3,country,india,4829992,217340168
2023,4,country,india,607838,32182677
2023,4,country,india,29452801,1831285792
2023,4,country,india,53799813,3620813944
2023,4,country,india,27078072,1780548760
2023,4,country,india,32658698,1310002959
2023,4,country,india,806344,43591962
2023,4,country,india,8225,924554
2023,4,country,india,564130,25551545
2023,4,country,india,65422120,3694003155
2023,4,country,india,590760,36579378
2023,4,country,india,349330,30357626
2023,4,country,india,103978,9845960
2023,4,country,india,17556642,904482321
2023,4,country,india,32157348,1905645600
2023,4,country,india,124828,7108123
2023,4,country,india,9898002,605806581
2023,4,country,india,6234780,558041955
2023,4,country,india,9707336,658553048
2023,4,country,india,16680992,701305081
2023,4,country,india,25695856,1822737403
2023,4,country,india,12084974,747303653
2023,4,country,india,42031396,2565539566
2023,4,country,india,727594,35719991
2023,4,country,india,29902636,1520428750
2023,4,country,india,2924952,163694473
2023,4,country,india,30064546,1467442959
2023,4,country,india,26312655,1950081065
2023,4,country,india,282575,15838198
2023,4,country,india,381162,20169002
2023,4,country,india,157627,9424810
2023,4,country,india,8057016,545124233
